"province_name","district","year","week","weekly_dengue_cases","weekly_diarrhea_cases","population","rainsum","meantemperature","max_temperature","min_temperature","rainsum_std"
"03 Louangnamtha",3,2019,19,76,77,195767,5.7,28.6428571428571,37.1285714285714,20.1142857142857,-0.55714021682623
"03 Louangnamtha",3,2019,20,11,97,195767,0.7,28.7142857142857,36.7,20.6428571428571,-0.68604642555091
"03 Louangnamtha",3,2019,21,7,101,195767,12.5,28.3714285714286,36.4571428571429,20.2714285714286,-0.381827772960664
"03 Louangnamtha",3,2019,22,18,68,195767,82.4,27.4714285714286,33.2571428571429,21.6285714285714,1.42028102501037
"03 Louangnamtha",3,2019,23,49,109,195767,5.7,27.5285714285714,33.2571428571429,21.7571428571429,-0.55714021682623
"03 Louangnamtha",3,2019,24,17,82,195767,2.5,28.4857142857143,33.6,23.3571428571429,-0.639640190410025
"03 Louangnamtha",3,2019,25,7,101,195767,13.3,28.6714285714286,34.7285714285714,22.5714285714286,-0.361202779564715
"03 Louangnamtha",3,2019,26,35,99,195767,1.5,28.3714285714286,33.3857142857143,23.3285714285714,-0.665421432154961
"03 Louangnamtha",3,2019,27,7,63,195767,43.9,26.3571428571429,29.7285714285714,22.9428571428571,0.42770321783033
"03 Louangnamtha",3,2019,28,74,69,195767,1.1,27.7285714285714,32.2285714285714,23.2142857142857,-0.675733928852936
"03 Louangnamtha",3,2019,29,44,81,195767,18.1,28.5857142857143,34.4857142857143,22.6285714285714,-0.237452819189022
"03 Louangnamtha",3,2019,30,80,73,195767,41.7,25.8285714285714,29.4857142857143,22.1428571428571,0.370984485991471
"03 Louangnamtha",3,2019,31,46,72,195767,38.8,27.1571428571429,31.7571428571429,22.5,0.296218884931156
"03 Louangnamtha",3,2019,32,47,107,195767,32.7,27.2714285714286,32.2857142857143,22.2,0.138953310287046
"03 Louangnamtha",3,2019,33,60,51,195767,26.1,27.0285714285714,31.3285714285714,22.6285714285714,-0.031202885229533
"03 Louangnamtha",3,2019,34,54,82,195767,33.5,27.0285714285714,31.9142857142857,22.0857142857143,0.159578303682994
"03 Louangnamtha",3,2019,35,87,58,195767,36.8,27.1,32.0857142857143,22.0428571428571,0.244656401441283
"03 Louangnamtha",3,2019,36,12,81,195767,22.5,27.2285714285714,32.3857142857143,22.0285714285714,-0.124015355511303
"03 Louangnamtha",3,2019,37,76,71,195767,26.2,26.8571428571429,31.7714285714286,21.8857142857143,-0.0286247610550393
"03 Louangnamtha",3,2019,38,107,58,195767,8.8,26.4,33.0857142857143,19.6571428571429,-0.477218367416928
"03 Louangnamtha",3,2019,39,86,52,195767,0,23.6714285714286,30.9285714285714,16.3571428571429,-0.704093294772366
"03 Louangnamtha",3,2019,40,21,70,195767,10.3,25.7,31.7571428571429,19.5714285714286,-0.438546504799524
"03 Louangnamtha",3,2019,41,39,48,195767,22,25.5857142857143,31.9857142857143,19.1428571428571,-0.136905976383771
"03 Louangnamtha",3,2019,42,51,53,195767,1.4,25.2142857142857,31.6142857142857,18.7857142857143,-0.667999556329455
"03 Louangnamtha",3,2019,43,62,62,195767,9.5,26.5,33.8142857142857,19.1428571428571,-0.459171498195472
"03 Louangnamtha",3,2019,44,32,63,195767,1.1,23.3285714285714,30.2571428571429,16.3428571428571,-0.675733928852936
"03 Louangnamtha",3,2019,45,38,75,195767,5.1,23.4857142857143,29.4,17.5142857142857,-0.572608961873191
"03 Louangnamtha",3,2019,46,24,38,195767,0,24.0428571428571,31.6571428571429,16.3714285714286,-0.704093294772366
"03 Louangnamtha",3,2019,47,5,59,195767,0,22.3857142857143,30.9428571428571,13.8,-0.704093294772366
"03 Louangnamtha",3,2019,48,24,51,195767,0,21.8142857142857,30.8285714285714,12.7428571428571,-0.704093294772366
"03 Louangnamtha",3,2019,49,26,67,195767,0,16.5,24.7285714285714,8.25714285714286,-0.704093294772366
"03 Louangnamtha",3,2019,50,12,40,195767,0,15.2285714285714,26.6142857142857,3.8,-0.704093294772366
"03 Louangnamtha",3,2019,51,1,48,195767,0,20.0571428571429,29.9,10.1571428571429,-0.704093294772366
"03 Louangnamtha",3,2019,52,5,103,195767,9.2,19.5857142857143,27.8,11.3142857142857,-0.466905870718953
"03 Louangnamtha",3,2019,53,2,20,195767,0.5,18.5,22.4,14.5,-0.691202673899898
"03 Louangnamtha",3,2020,1,4,121,199098,0,21.6666666666667,29.45,13.8166666666667,-0.704093294772366
"03 Louangnamtha",3,2020,2,9,18,199098,0,21.1571428571429,30.4857142857143,11.8142857142857,-0.704093294772366
"03 Louangnamtha",3,2020,3,0,99,199098,0,20.3,30.6714285714286,9.85714285714286,-0.704093294772366
"03 Louangnamtha",3,2020,4,1,112,199098,0,18.7428571428571,29.9428571428571,7.51428571428571,-0.704093294772366
"03 Louangnamtha",3,2020,5,0,132,199098,0.3,17.3285714285714,27.4142857142857,7.21428571428571,-0.696358922248885
"03 Louangnamtha",3,2020,6,3,38,199098,0,20.8142857142857,30.8,10.8,-0.704093294772366
"03 Louangnamtha",3,2020,7,1,123,199098,0,19.9714285714286,30.9428571428571,8.91428571428571,-0.704093294772366
"03 Louangnamtha",3,2020,8,0,176,199098,0,20.5,29.3428571428571,11.6142857142857,-0.704093294772366
"03 Louangnamtha",3,2020,9,1,163,199098,0,22.3857142857143,32.7428571428571,11.9857142857143,-0.704093294772366
"03 Louangnamtha",3,2020,10,4,106,199098,0,23.0428571428571,33.7428571428571,12.2857142857143,-0.704093294772366
"03 Louangnamtha",3,2020,11,0,64,199098,0,23.8142857142857,34.7571428571429,12.8142857142857,-0.704093294772366
"03 Louangnamtha",3,2020,12,1,101,199098,0,24.9,35.8,13.9714285714286,-0.704093294772366
"03 Louangnamtha",3,2020,13,0,65,199098,0,24.7142857142857,36.3428571428571,13.0142857142857,-0.704093294772366
"03 Louangnamtha",3,2020,14,6,79,199098,0,26.1428571428571,37.3857142857143,14.8428571428571,-0.704093294772366
"03 Louangnamtha",3,2020,15,5,17,199098,38.5,24.8857142857143,32.5142857142857,17.2,0.288484512407675
"03 Louangnamtha",3,2020,16,0,49,199098,5.9,26.1142857142857,34.7285714285714,17.4571428571429,-0.551983968477242
"03 Louangnamtha",3,2020,17,0,63,199098,155.5,24.1142857142857,30.2714285714286,17.8857142857143,3.3048897965652
"03 Louangnamtha",3,2020,18,1,68,199098,104.6,24.8714285714286,30.6571428571429,19.0428571428571,1.99262459174795
"03 Louangnamtha",3,2020,19,16,52,199098,6.4,28.5142857142857,36.9142857142857,20.0285714285714,-0.539093347604774
"03 Louangnamtha",3,2020,20,0,63,199098,41.2,27.0285714285714,33.8571428571429,20.1571428571429,0.358093865119002
"03 Louangnamtha",3,2020,21,0,105,199098,0,28.5571428571429,35.5428571428571,21.5285714285714,-0.704093294772366
"03 Louangnamtha",3,2020,22,5,90,199098,80.3,27.0857142857143,32.8714285714286,21.2571428571429,1.366140417346
"03 Louangnamtha",3,2020,23,4,79,199098,32,27.6571428571429,33.2428571428571,22.0571428571429,0.12090644106559
"03 Louangnamtha",3,2020,24,9,47,199098,21.9,27.4857142857143,32.2714285714286,22.6714285714286,-0.139484100558265
"03 Louangnamtha",3,2020,25,20,62,199098,50.9,27.2,31.4285714285714,22.9,0.608171910044883
"03 Louangnamtha",3,2020,26,9,58,199098,71,27.4142857142857,32.1714285714286,22.6285714285714,1.1263748691181
"03 Louangnamtha",3,2020,27,4,89,199098,38,27.1,31.4857142857143,22.6714285714286,0.275593891535207
"03 Louangnamtha",3,2020,28,33,30,199098,42.3,26.3,29.8285714285714,22.7428571428571,0.386453231038432
"03 Louangnamtha",3,2020,29,52,75,199098,19.4,27.2142857142857,32.1571428571429,22.2142857142857,-0.203937204920605
"03 Louangnamtha",3,2020,30,45,89,199098,4.9,27.6285714285714,33.3142857142857,21.9142857142857,-0.577765210222179
"03 Louangnamtha",3,2020,31,38,106,199098,109.8,27.4285714285714,32.3571428571429,22.4571428571429,2.12668704882162
"03 Louangnamtha",3,2020,32,50,126,199098,34.1,27.0428571428571,31.3428571428571,22.7142857142857,0.175047048729956
"03 Louangnamtha",3,2020,33,29,88,199098,99.9,25.4285714285714,28.7285714285714,22.0857142857143,1.87145275554675
"03 Louangnamtha",3,2020,34,15,74,199098,63.8,25.8142857142857,29.8142857142857,21.7714285714286,0.940749928554559
"03 Louangnamtha",3,2020,35,26,70,199098,0.6,27.0714285714286,32.3428571428571,21.7428571428571,-0.688624549725404
"03 Louangnamtha",3,2020,36,13,126,199098,24.2,27.3,33.0142857142857,21.5428571428571,-0.0801872445449116
"03 Louangnamtha",3,2020,37,19,50,199098,25.6,26.2,30.4571428571429,21.8714285714286,-0.0440935061020011
"03 Louangnamtha",3,2020,38,27,72,199098,16.8,26.5428571428571,30.8428571428571,22.2285714285714,-0.270968433457439
"03 Louangnamtha",3,2020,39,13,68,199098,60.2,26.4714285714286,30.9,21.9857142857143,0.847937458272789
"03 Louangnamtha",3,2020,40,11,138,199098,44,27.3714285714286,32.9285714285714,21.7285714285714,0.430281342004824
"03 Louangnamtha",3,2020,41,8,74,199098,0,24.8142857142857,30.8428571428571,18.7,-0.704093294772366
"03 Louangnamtha",3,2020,42,13,56,199098,11.6,23.4,27.9571428571429,18.7714285714286,-0.405030890531107
"03 Louangnamtha",3,2020,43,4,49,199098,6.6,22.1857142857143,28.2428571428571,16.0714285714286,-0.533937099255787
"03 Louangnamtha",3,2020,44,4,80,199098,7.9,24.1571428571429,29.6,18.6857142857143,-0.50042148498737
"03 Louangnamtha",3,2020,45,12,110,199098,11.3,23.7571428571429,28.8142857142857,18.6428571428571,-0.412765263054587
"03 Louangnamtha",3,2020,46,4,60,199098,0,20.8428571428571,28.8428571428571,12.8142857142857,-0.704093294772366
"03 Louangnamtha",3,2020,47,3,67,199098,0,23.2571428571429,30.8142857142857,15.6142857142857,-0.704093294772366
"03 Louangnamtha",3,2020,48,4,54,199098,0,20.9714285714286,28.7428571428571,13.1142857142857,-0.704093294772366
"03 Louangnamtha",3,2020,49,5,136,199098,0,18.1571428571429,25.2428571428571,11.0285714285714,-0.704093294772366
"03 Louangnamtha",3,2020,50,0,68,199098,0,19.4428571428571,27.4857142857143,11.3714285714286,-0.704093294772366
"03 Louangnamtha",3,2020,51,0,52,199098,0,20.2571428571429,26.7714285714286,13.7,-0.704093294772366
"03 Louangnamtha",3,2020,52,0,44,199098,0,18.2571428571429,27.2285714285714,9.24285714285714,-0.704093294772366
"03 Louangnamtha",3,2020,53,1,16,199098,0,18.0666666666667,25.7333333333333,10.3333333333333,-0.704093294772366
"03 Louangnamtha",3,2021,1,0,50,202399,0,18.1333333333333,26.5166666666667,9.71666666666667,-0.704093294772366
"03 Louangnamtha",3,2021,2,0,59,202399,2.7,15.3142857142857,19.3142857142857,11.2714285714286,-0.634483942061038
"03 Louangnamtha",3,2021,3,0,48,202399,0,17.4714285714286,26,8.91428571428571,-0.704093294772366
"03 Louangnamtha",3,2021,4,0,55,202399,0,19.8428571428571,29.8571428571429,9.77142857142857,-0.704093294772366
"03 Louangnamtha",3,2021,5,1,95,202399,0.8,20.8571428571429,29.6,12.0428571428571,-0.683468301376417
"03 Louangnamtha",3,2021,6,0,73,202399,75.7,18.6,25.8,11.3571428571429,1.2475467053193
"03 Louangnamtha",3,2021,7,0,64,202399,0,20.1,30.0571428571429,10.1285714285714,-0.704093294772366
"03 Louangnamtha",3,2021,8,0,102,202399,1.6,21.1285714285714,28.8428571428571,13.3428571428571,-0.662843307980468
"03 Louangnamtha",3,2021,9,0,90,202399,0,21.7428571428571,32.4142857142857,11,-0.704093294772366
"03 Louangnamtha",3,2021,10,1,107,202399,0,21.3857142857143,32.5428571428571,10.1571428571429,-0.704093294772366
"03 Louangnamtha",3,2021,11,0,95,202399,19.4,23.4142857142857,33.5285714285714,13.2285714285714,-0.203937204920605
"03 Louangnamtha",3,2021,12,0,103,202399,10.6,23.8428571428571,32.3571428571429,15.2714285714286,-0.430812132276043
"03 Louangnamtha",3,2021,13,0,88,202399,0,25.6571428571429,35.2571428571429,16.0285714285714,-0.704093294772366
"03 Louangnamtha",3,2021,14,0,90,202399,109.4,22.3714285714286,28.0857142857143,16.6285714285714,2.11637455212365
"03 Louangnamtha",3,2021,15,1,60,202399,11.6,25.5571428571429,33.0428571428571,17.9857142857143,-0.405030890531107
"03 Louangnamtha",3,2021,16,0,91,202399,23.4,25.1857142857143,32.4285714285714,17.8571428571429,-0.10081223794086
"03 Louangnamtha",3,2021,17,0,83,202399,15,25.6857142857143,32.3857142857143,18.9571428571429,-0.317374668598324
"03 Louangnamtha",3,2021,18,0,102,202399,68.3,25.9285714285714,32.3,19.5,1.05676551640677
"03 Louangnamtha",3,2021,19,1,79,202399,67.5,25.5,31.5285714285714,19.4142857142857,1.03614052301082
"03 Louangnamtha",3,2021,20,3,114,202399,14.5,27.3571428571429,34.3857142857143,20.2857142857143,-0.330265289470792
"03 Louangnamtha",3,2021,21,0,78,202399,119.7,27.6,33.6,21.5428571428571,2.38192134209649
"03 Louangnamtha",3,2021,22,2,91,202399,34.6,27.6,33.0285714285714,22.1285714285714,0.187937669602424
"03 Louangnamtha",3,2021,23,1,104,202399,122.8,27.1714285714286,32.2,22.0714285714286,2.46184319150579
"03 Louangnamtha",3,2021,24,0,80,202399,54.6,25.7142857142857,29.3285714285714,22.0428571428571,0.703562504501146
"03 Louangnamtha",3,2021,25,4,82,202399,0.7,27.6714285714286,32.9428571428571,22.3428571428571,-0.68604642555091
"03 Louangnamtha",3,2021,26,1,86,202399,31.7,26.0428571428571,29.6857142857143,22.3714285714286,0.113172068542109
"03 Louangnamtha",3,2021,27,0,68,202399,11.6,26.6857142857143,31.0285714285714,22.3,-0.405030890531107
"03 Louangnamtha",3,2021,28,0,73,202399,33.2,27.1,32.2857142857143,21.8571428571429,0.151843931159514
"03 Louangnamtha",3,2021,29,1,76,202399,317.3,26.1,30.5714285714286,21.5714285714286,7.47629471089587
"03 Louangnamtha",3,2021,30,2,63,202399,136.7,26.0428571428571,30.0428571428571,21.9714285714286,2.8202024517604
"03 Louangnamtha",3,2021,31,3,69,202399,21,27.1428571428571,31.9,22.3285714285714,-0.162687218128707
"03 Louangnamtha",3,2021,32,0,74,202399,9.3,26.8714285714286,31.1142857142857,22.5714285714286,-0.46432774654446
"03 Louangnamtha",3,2021,33,0,80,202399,53.7,25.6,29.0714285714286,22.0857142857143,0.680359386930704
"03 Louangnamtha",3,2021,34,0,80,202399,11.1,26.5428571428571,31.4,21.6142857142857,-0.417921511403575
"03 Louangnamtha",3,2021,35,0,42,202399,142.6,26.9571428571429,32.4,21.4285714285714,2.97231177805552
"03 Louangnamtha",3,2021,36,1,46,202399,82.5,26.6857142857143,31.7571428571429,21.5714285714286,1.42285914918486
"03 Louangnamtha",3,2021,37,0,42,202399,0.7,26.6857142857143,32.6714285714286,20.6285714285714,-0.68604642555091
"03 Louangnamtha",3,2021,38,0,44,202399,9.5,26.4714285714286,31.5857142857143,21.3142857142857,-0.459171498195472
"03 Louangnamtha",3,2021,39,2,38,202399,4,26.1714285714286,31.5571428571429,20.7571428571429,-0.600968327792621
"03 Louangnamtha",3,2021,40,1,47,202399,29.4,26.6142857142857,31.9714285714286,21.1857142857143,0.0538752125287562
"03 Louangnamtha",3,2021,41,1,53,202399,5.2,25.7428571428571,30.9857142857143,20.4571428571429,-0.570030837698698
"03 Louangnamtha",3,2021,42,0,48,202399,20,23.5428571428571,27.3142857142857,19.7285714285714,-0.188468459873643
"03 Louangnamtha",3,2021,43,0,32,202399,7.2,23.3714285714286,27.3571428571429,19.3571428571429,-0.518468354208826
"03 Louangnamtha",3,2021,44,0,33,202399,38.4,24.4428571428571,29.1571428571429,19.6714285714286,0.285906388233181
"03 Louangnamtha",3,2021,45,0,28,202399,26.3,24.3142857142857,28.4142857142857,20.1428571428571,-0.0260466368805457
"03 Louangnamtha",3,2021,46,0,25,202399,0,22.4571428571429,26.2571428571429,18.6142857142857,-0.704093294772366
"03 Louangnamtha",3,2021,47,0,44,202399,23.9,23.1428571428571,28.4857142857143,17.7428571428571,-0.0879216170683924
"03 Louangnamtha",3,2021,48,0,25,202399,13.1,19.8428571428571,24.4428571428571,15.1714285714286,-0.366359027913702
"03 Louangnamtha",3,2021,49,0,26,202399,0,17.1428571428571,25.1,9.08571428571429,-0.704093294772366
"03 Louangnamtha",3,2021,50,0,15,202399,0,19.5857142857143,27.3285714285714,11.8142857142857,-0.704093294772366
"03 Louangnamtha",3,2021,51,0,18,202399,0,17.5571428571429,24.6285714285714,10.4285714285714,-0.704093294772366
"03 Louangnamtha",3,2021,52,0,22,202399,20.8,19.5857142857143,26.1,13.0285714285714,-0.167843466477694
"03 Louangnamtha",3,2021,53,0,2,202399,0,20,25.7,14.2,-0.704093294772366
"03 Louangnamtha",3,2022,1,0,36,205650,0.5,21.1333333333333,26.75,15.4333333333333,-0.691202673899898
"03 Louangnamtha",3,2022,2,0,30,205650,0,20.4857142857143,28.2857142857143,12.6285714285714,-0.704093294772366
"03 Louangnamtha",3,2022,3,0,42,205650,77.8,19.4142857142857,24.2,14.5857142857143,1.30168731298366
"03 Louangnamtha",3,2022,4,0,30,205650,7.4,19.1714285714286,26.5714285714286,11.7571428571429,-0.513312105859838
"03 Louangnamtha",3,2022,5,0,37,205650,0,19.4857142857143,29.5,9.42857142857143,-0.704093294772366
"03 Louangnamtha",3,2022,6,0,35,205650,17,20.5285714285714,29.2428571428571,11.7714285714286,-0.265812185108452
"03 Louangnamtha",3,2022,7,0,67,205650,0,20.7714285714286,31.8857142857143,9.6,-0.704093294772366
"03 Louangnamtha",3,2022,8,0,33,205650,43.8,19.3142857142857,23.6571428571429,14.9285714285714,0.425125093655836
"03 Louangnamtha",3,2022,9,0,50,205650,1.5,21.5714285714286,30.1571428571429,12.9428571428571,-0.665421432154961
"03 Louangnamtha",3,2022,10,0,65,205650,0,24.5714285714286,32.8142857142857,16.3142857142857,-0.704093294772366
"03 Louangnamtha",3,2022,11,0,42,205650,23.9,26.0571428571429,33.1571428571429,18.9142857142857,-0.0879216170683924
"03 Louangnamtha",3,2022,12,0,60,205650,21.5,25.3428571428571,31.3,19.3571428571429,-0.149796597256239
"03 Louangnamtha",3,2022,13,0,65,205650,41.3,24.7428571428571,31.2285714285714,18.2285714285714,0.360671989293496
"03 Louangnamtha",3,2022,14,0,51,205650,33.6,21.7142857142857,26.5571428571429,16.8285714285714,0.162156427857488
"03 Louangnamtha",3,2022,15,0,65,205650,11.6,24.7857142857143,32.2714285714286,17.2428571428571,-0.405030890531107
"03 Louangnamtha",3,2022,16,0,66,205650,60.5,25.5428571428571,30.3857142857143,20.6428571428571,0.855671830796269
"03 Louangnamtha",3,2022,17,0,81,205650,3.1,26.7285714285714,33.9285714285714,19.4714285714286,-0.624171445363064
"03 Louangnamtha",3,2022,18,0,111,205650,14.9,25.0571428571429,31.0857142857143,19,-0.319952792772817
"03 Louangnamtha",3,2022,19,0,131,205650,101.7,24.8142857142857,29.7,19.8571428571429,1.91785899068764
"03 Louangnamtha",3,2022,20,1,87,205650,23.7,25.8714285714286,30.7428571428571,20.9714285714286,-0.0930778654173795
"03 Louangnamtha",3,2022,21,0,94,205650,169.9,25.8428571428571,30.4,21.2285714285714,3.67613967769228
"03 Louangnamtha",3,2022,22,2,72,205650,47.3,26.7285714285714,31.7285714285714,21.7142857142857,0.515359439763113
"03 Louangnamtha",3,2022,23,9,99,205650,42.6,26.8571428571429,31.6285714285714,22.0428571428571,0.394187603561913
"03 Louangnamtha",3,2022,24,35,66,205650,21.1,26.4,30.7,22.0428571428571,-0.160109093954214
"03 Louangnamtha",3,2022,25,53,77,205650,14.2,27,31.8428571428571,22.1142857142857,-0.337999661994273
"03 Louangnamtha",3,2022,26,100,78,205650,71.2,26.6,31.4571428571429,21.7285714285714,1.13153111746709
"03 Louangnamtha",3,2022,27,202,85,205650,71.6,26.7428571428571,31,22.4285714285714,1.14184361416506
"03 Louangnamtha",3,2022,28,255,78,205650,29.8,27.6142857142857,33.1,22.0857142857143,0.0641877092267306
"03 Louangnamtha",3,2022,29,301,53,205650,58.5,27.7571428571429,32.5571428571429,22.9,0.804109347306397
"03 Louangnamtha",3,2022,30,376,66,205650,18.9,27.4,33.1142857142857,21.6571428571429,-0.216827825793073
"03 Louangnamtha",3,2022,31,240,52,205650,4.6,27.5857142857143,32.9571428571429,22.1714285714286,-0.585499582745659
"03 Louangnamtha",3,2022,32,358,28,205650,122.7,26.2714285714286,30.1285714285714,22.3857142857143,2.4592650673313
"03 Louangnamtha",3,2022,33,352,37,205650,54,26.7285714285714,31.2285714285714,22.1428571428571,0.688093759454185
"03 Louangnamtha",3,2022,34,241,35,205650,6.4,26.9285714285714,31.6,22.2285714285714,-0.539093347604774
"03 Louangnamtha",3,2022,35,284,38,205650,92.8,26.7714285714286,31.5571428571429,21.9142857142857,1.68840593915771
"03 Louangnamtha",3,2022,36,170,63,205650,9.6,26.6428571428571,31.6857142857143,21.5571428571429,-0.456593374020979
"03 Louangnamtha",3,2022,37,266,59,205650,46.7,25.7,29.8857142857143,21.4571428571429,0.499890694716151
"03 Louangnamtha",3,2022,38,190,51,205650,34.5,26.0571428571429,30.7428571428571,21.3142857142857,0.18535954542793
"03 Louangnamtha",3,2022,39,193,51,205650,0.5,25.5428571428571,30.8714285714286,20.1571428571429,-0.691202673899898
"03 Louangnamtha",3,2022,40,238,37,205650,73.8,25.7142857142857,30.0714285714286,21.3,1.19856234600392
"03 Louangnamtha",3,2022,41,46,52,205650,3.6,25.1571428571429,29.6428571428571,20.6142857142857,-0.611280824490596
"03 Louangnamtha",3,2022,42,73,34,205650,0,22.7285714285714,29.1714285714286,16.2285714285714,-0.704093294772366
"03 Louangnamtha",3,2022,43,57,39,205650,0,24.3571428571429,30.1714285714286,18.4714285714286,-0.704093294772366
"03 Louangnamtha",3,2022,44,100,38,205650,0,23.4142857142857,30.3571428571429,16.4285714285714,-0.704093294772366
"03 Louangnamtha",3,2022,45,114,43,205650,0,21.7571428571429,29.4285714285714,14.0142857142857,-0.704093294772366
"03 Louangnamtha",3,2022,46,128,56,205650,18.6,23.1857142857143,29.6,16.7285714285714,-0.224562198316554
"03 Louangnamtha",3,2022,47,72,101,205650,3.9,24.2,30.1285714285714,18.2714285714286,-0.603546451967115
"03 Louangnamtha",3,2022,48,58,88,205650,NA,24.5714285714286,29.3,19.7714285714286,NA
"03 Louangnamtha",3,2022,49,77,85,205650,39.9,23.0571428571429,28.1285714285714,17.9428571428571,0.324578250850585
"03 Louangnamtha",3,2022,50,60,63,205650,0,20.7857142857143,26.1285714285714,15.3857142857143,-0.704093294772366
"03 Louangnamtha",3,2022,51,33,103,205650,0,18.4142857142857,24.9285714285714,11.8714285714286,-0.704093294772366
"03 Louangnamtha",3,2022,52,15,65,205650,29.7,19.7285714285714,24.6142857142857,14.7857142857143,0.0616095850522372
"03 Louangnamtha",3,2022,53,2,11,205650,0,18.3,21.7,14.85,-0.704093294772366
"03 Louangnamtha",3,2023,1,8,84,208848,0,17.8833333333333,23.9,11.8333333333333,-0.704093294772366
"03 Louangnamtha",3,2023,2,14,88,208848,0,18.5142857142857,26.8571428571429,10.1285714285714,-0.704093294772366
"03 Louangnamtha",3,2023,3,7,63,208848,0,19.0428571428571,27.2428571428571,10.7857142857143,-0.704093294772366
"03 Louangnamtha",3,2023,4,6,74,208848,0,18.9714285714286,27.0857142857143,10.8,-0.704093294772366
"03 Louangnamtha",3,2023,5,4,80,208848,0,19.2142857142857,27.0428571428571,11.3285714285714,-0.704093294772366
"03 Louangnamtha",3,2023,6,1,68,208848,4.2,21.9,31.1285714285714,12.6285714285714,-0.595812079443634
"03 Louangnamtha",3,2023,7,3,62,208848,4.3,19.9285714285714,29.0142857142857,10.8,-0.59323395526914
"03 Louangnamtha",3,2023,8,4,32,208848,0,21.5,29.6714285714286,13.2857142857143,-0.704093294772366
"03 Louangnamtha",3,2023,9,4,35,208848,4.7,20.0571428571429,28.0285714285714,12.0285714285714,-0.582921458571166
"03 Louangnamtha",3,2023,10,5,56,208848,8.4,22.5714285714286,29.7142857142857,15.3714285714286,-0.487530864114902
"03 Louangnamtha",3,2023,11,4,63,208848,10.9,23.0714285714286,29.9142857142857,16.1571428571429,-0.423077759752562
"03 Louangnamtha",3,2023,12,4,54,208848,0.8,24.7142857142857,33.6857142857143,15.6857142857143,-0.683468301376417
"03 Louangnamtha",3,2023,13,8,51,208848,1.2,24,32.9714285714286,14.9714285714286,-0.673155804678442
"03 Louangnamtha",3,2023,14,5,72,208848,0,25.1,35.2571428571429,14.8571428571429,-0.704093294772366
"03 Louangnamtha",3,2023,15,8,56,208848,0,26.0142857142857,35.7714285714286,16.2142857142857,-0.704093294772366
"03 Louangnamtha",3,2023,16,14,65,208848,0,27.4857142857143,37.5285714285714,17.4,-0.704093294772366
"03 Louangnamtha",3,2023,17,13,71,208848,81.8,27.5285714285714,36.4,18.6285714285714,1.40481227996341
"03 Louangnamtha",3,2023,18,6,90,208848,37.9,26.5142857142857,33.6714285714286,19.3285714285714,0.273015767360713
"03 Louangnamtha",3,2023,19,5,96,208848,11.3,28.1571428571429,35.5142857142857,20.7571428571429,-0.412765263054587
"03 Louangnamtha",3,2023,20,8,112,208848,63.6,25.3428571428571,30.5857142857143,20.0571428571429,0.935593680205572
"03 Louangnamtha",3,2023,21,4,171,208848,16.6,27.6142857142857,35.8142857142857,19.3857142857143,-0.276124681806426
"03 Louangnamtha",3,2023,22,4,117,208848,7.7,28.3428571428571,35.0571428571429,21.5714285714286,-0.505577733336357
"03 Louangnamtha",3,2023,23,9,119,208848,81.5,27.7142857142857,33.3428571428571,22.0571428571429,1.39707790743993
"03 Louangnamtha",3,2023,24,7,96,208848,38.3,26.9428571428571,31.5428571428571,22.2857142857143,0.283328264058688
"03 Louangnamtha",3,2023,25,12,108,208848,8.2,27.4285714285714,32.3428571428571,22.4571428571429,-0.492687112463889
"03 Louangnamtha",3,2023,26,39,68,208848,64.2,27.8285714285714,33.0857142857143,22.5,0.951062425252533
"03 Louangnamtha",3,2023,27,32,85,208848,8.6,27.8285714285714,32.4142857142857,23.2142857142857,-0.482374615765915
"03 Louangnamtha",3,2023,28,56,49,208848,74.8,26.7428571428571,31.4571428571429,21.9857142857143,1.22434358774886
"03 Louangnamtha",3,2023,29,74,57,208848,35.2,26.8714285714286,31.5285714285714,22.1857142857143,0.203406414649386
"03 Louangnamtha",3,2023,30,97,60,208848,15.7,27.9857142857143,33.8142857142857,22.1,-0.299327799376869
"03 Louangnamtha",3,2023,31,82,51,208848,150.3,26.0571428571429,29.1571428571429,22.9,3.17082733949153
"03 Louangnamtha",3,2023,32,100,54,208848,172.2,23.2857142857143,25.2428571428571,21.3571428571429,3.73543653370563
"03 Louangnamtha",3,2023,33,108,43,208848,56.5,25.4,28.8857142857143,21.9142857142857,0.752546863816525
"03 Louangnamtha",3,2023,34,70,39,208848,27.7,24.8285714285714,28.0285714285714,21.6142857142857,0.0100471015623648
"03 Louangnamtha",3,2023,35,70,43,208848,59.4,24.6285714285714,27.7857142857143,21.5285714285714,0.82731246487684
"03 Louangnamtha",3,2023,36,59,50,208848,33.3,27.3,32.9857142857143,21.5714285714286,0.154422055334007
"03 Louangnamtha",3,2023,37,84,55,208848,33.1,26.9,31.4857142857143,22.2571428571429,0.14926580698502
"03 Louangnamtha",3,2023,38,94,65,208848,25.6,27.6,32.8714285714286,22.3,-0.044093506102001
"03 Louangnamtha",3,2023,39,102,64,208848,61.9,27.1714285714286,32.4,21.9142857142857,0.89176556923918
"03 Louangnamtha",3,2023,40,102,72,208848,12.3,26.3285714285714,30.6857142857143,21.9285714285714,-0.386984021309651
"03 Louangnamtha",3,2023,41,145,44,208848,44.1,23.9714285714286,27.1714285714286,20.7714285714286,0.432859466179317
